prompt,3,7,11,15,19,23,seed
An orange suitcase and a pink orchid.,0,0.0,10.0,10.0,10.0,10.0,0.0
An orange suitcase and a pink orchid.,8,10.0,10.0,10.0,10.0,10.0,1.0
An orange suitcase and a pink orchid.,0,10.0,10.0,10.0,10.0,10.0,2.0
An orange suitcase and a pink orchid.,7,10.0,10.0,10.0,10.0,10.0,3.0
A purple bag and an orange snail.,0,3.0,10.0,10.0,10.0,10.0,0.0
A purple bag and an orange snail.,0,8.0,10.0,0.0,7.0,7.0,1.0
A purple bag and an orange snail.,2,10.0,10.0,10.0,10.0,10.0,2.0
A purple bag and an orange snail.,0,0.0,10.0,10.0,6.0,10.0,3.0
An orange baseball bat and a brown snake.,0,2.0,10.0,10.0,10.0,10.0,0.0
An orange baseball bat and a brown snake.,0,0.0,10.0,0.0,0.0,10.0,1.0
An orange baseball bat and a brown snake.,1,0.0,0.0,0.0,10.0,10.0,2.0
An orange baseball bat and a brown snake.,0,0.0,1.0,10.0,10.0,10.0,3.0
A white leopard and a red castle.,0,6.0,0.0,10.0,10.0,10.0,0.0
A white leopard and a red castle.,0,0.0,10.0,8.0,10.0,10.0,1.0
A white leopard and a red castle.,0,10.0,8.0,0.0,7.0,8.0,2.0
A white leopard and a red castle.,0,10.0,10.0,10.0,7.0,10.0,3.0
A blue skyscraper and a yellow sports ball.,0,0.0,0.0,7.0,10.0,10.0,0.0
A blue skyscraper and a yellow sports ball.,0,0.0,0.0,10.0,10.0,10.0,1.0
A blue skyscraper and a yellow sports ball.,0,0.0,2.0,10.0,10.0,0.0,2.0
A blue skyscraper and a yellow sports ball.,0,0.0,0.0,10.0,10.0,10.0,3.0
A yellow maple tree and a white sheep.,0,0.0,5.0,6.0,10.0,10.0,0.0
A yellow maple tree and a white sheep.,2,0.0,2.0,5.0,10.0,7.0,1.0
A yellow maple tree and a white sheep.,1,0.0,3.0,6.0,10.0,10.0,2.0
A yellow maple tree and a white sheep.,0,2.0,2.0,4.0,7.0,10.0,3.0
A pink bench and an orange toaster.,8,10.0,10.0,10.0,10.0,10.0,0.0
A pink bench and an orange toaster.,0,0.0,10.0,10.0,10.0,10.0,1.0
A pink bench and an orange toaster.,10,10.0,7.0,10.0,10.0,10.0,2.0
A pink bench and an orange toaster.,0,0.0,10.0,10.0,10.0,10.0,3.0
A black bird and a green bear.,0,0.0,0.0,10.0,10.0,10.0,0.0
A black bird and a green bear.,0,0.0,0.0,0.0,10.0,0.0,1.0
A black bird and a green bear.,0,0.0,0.0,0.0,10.0,7.0,2.0
A black bird and a green bear.,0,0.0,0.0,0.0,10.0,10.0,3.0
A brown pizza and an orange bottle.,0,0.0,10.0,5.0,10.0,10.0,0.0
A brown pizza and an orange bottle.,5,0.0,8.0,10.0,10.0,10.0,1.0
A brown pizza and an orange bottle.,0,0.0,10.0,0.0,10.0,10.0,2.0
A brown pizza and an orange bottle.,0,0.0,10.0,10.0,10.0,10.0,3.0
A black forest and a purple bus.,1,0.0,7.0,7.0,10.0,10.0,0.0
A black forest and a purple bus.,0,0.0,1.0,7.0,10.0,10.0,1.0
A black forest and a purple bus.,4,7.0,0.0,7.0,10.0,10.0,2.0
A black forest and a purple bus.,0,0.0,5.0,0.0,8.0,10.0,3.0
A green porcupine and a black surfboard.,0,0.0,0.0,10.0,10.0,10.0,0.0
A green porcupine and a black surfboard.,0,4.0,0.0,0.0,10.0,10.0,1.0
A green porcupine and a black surfboard.,0,0.0,0.0,0.0,10.0,10.0,2.0
A green porcupine and a black surfboard.,0,0.0,0.0,10.0,10.0,10.0,3.0
A yellow wolf and a black teddy bear.,0,3.0,10.0,0.0,3.0,0.0,0.0
A yellow wolf and a black teddy bear.,0,7.0,10.0,10.0,0.0,0.0,1.0
A yellow wolf and a black teddy bear.,0,10.0,9.0,8.0,8.0,0.0,2.0
A yellow wolf and a black teddy bear.,0,10.0,10.0,7.0,2.0,0.0,3.0
An orange maple tree and a purple vase.,0,0.0,0.0,1.0,10.0,0.0,0.0
An orange maple tree and a purple vase.,0,7.0,10.0,7.0,4.0,0.0,1.0
An orange maple tree and a purple vase.,0,0.0,5.0,7.0,6.0,10.0,2.0
An orange maple tree and a purple vase.,0,0.0,0.0,2.0,5.0,7.0,3.0
A blue table and a pink couch.,6,10.0,10.0,10.0,10.0,10.0,0.0
A blue table and a pink couch.,10,10.0,10.0,9.0,10.0,10.0,1.0
A blue table and a pink couch.,10,8.0,10.0,10.0,10.0,10.0,2.0
A blue table and a pink couch.,0,10.0,10.0,10.0,10.0,10.0,3.0
A red oak tree and a green car.,0,3.0,4.0,3.0,5.0,10.0,0.0
A red oak tree and a green car.,2,0.0,0.0,10.0,4.0,5.0,1.0
A red oak tree and a green car.,0,2.0,4.0,4.0,5.0,3.0,2.0
A red oak tree and a green car.,1,0.0,3.0,0.0,5.0,5.0,3.0
A green cat and a blue rocket.,0,10.0,0.0,0.0,0.0,10.0,0.0
A green cat and a blue rocket.,0,10.0,0.0,0.0,0.0,8.0,1.0
A green cat and a blue rocket.,0,0.0,10.0,0.0,10.0,10.0,2.0
A green cat and a blue rocket.,0,10.0,10.0,10.0,10.0,10.0,3.0
A red forest and a white skateboard.,0,0.0,9.0,3.0,3.0,10.0,0.0
A red forest and a white skateboard.,1,0.0,2.0,5.0,10.0,10.0,1.0
A red forest and a white skateboard.,2,3.0,0.0,7.0,7.0,10.0,2.0
A red forest and a white skateboard.,1,0.0,4.0,5.0,10.0,8.0,3.0
An orange giraffe and a blue castle.,"I'm sorry, I cannot assist with this request.",10.0,10.0,10.0,10.0,10.0,0.0
An orange giraffe and a blue castle.,0,10.0,10.0,10.0,10.0,10.0,1.0
An orange giraffe and a blue castle.,0,8.0,10.0,0.0,10.0,10.0,2.0
An orange giraffe and a blue castle.,0,10.0,10.0,10.0,10.0,10.0,3.0
A purple bear and an orange plate.,0,10.0,0.0,9.0,10.0,0.0,0.0
A purple bear and an orange plate.,1,0.0,10.0,10.0,10.0,10.0,1.0
A purple bear and an orange plate.,0,8.0,0.0,10.0,10.0,10.0,2.0
A purple bear and an orange plate.,0,9.0,10.0,0.0,10.0,10.0,3.0
A blue banana and a red sink.,0,1.0,0.0,10.0,0.0,5.0,0.0
A blue banana and a red sink.,0,0.0,0.0,0.0,0.0,0.0,1.0
A blue banana and a red sink.,0,1.0,0.0,0.0,0.0,7.0,2.0
A blue banana and a red sink.,0,0.0,0.0,10.0,10.0,10.0,3.0
A yellow boat and a white bear.,0,0.0,0.0,10.0,0.0,10.0,0.0
A yellow boat and a white bear.,0,0.0,0.0,10.0,10.0,10.0,1.0
A yellow boat and a white bear.,0,0.0,5.0,10.0,0.0,10.0,2.0
A yellow boat and a white bear.,0,0.0,0.0,10.0,10.0,10.0,3.0
A red snake and a yellow fork.,0,0.0,0.0,10.0,10.0,4.0,0.0
A red snake and a yellow fork.,0,0.0,10.0,5.0,10.0,0.0,1.0
A red snake and a yellow fork.,0,0.0,0.0,0.0,10.0,10.0,2.0
A red snake and a yellow fork.,0,0.0,0.0,10.0,8.0,10.0,3.0
A blue toilet and a pink umbrella.,0,0.0,10.0,10.0,0.0,10.0,0.0
A blue toilet and a pink umbrella.,0,0,10.0,0.0,10.0,10.0,1.0
A blue toilet and a pink umbrella.,0,0,8.0,10.0,4.0,10.0,2.0
A blue toilet and a pink umbrella.,0,0,0.0,10.0,10.0,10.0,3.0
