prompt,3,7,11,15,19,23,seed
An orange suitcase and a pink orchid.,0,0.0,0.0,0.0,0.0,2.0,0.0
An orange suitcase and a pink orchid.,4,5.0,4.0,5.0,0.0,10.0,1.0
An orange suitcase and a pink orchid.,0,4.0,0.0,0.0,2.0,0.0,2.0
An orange suitcase and a pink orchid.,4,5.0,1.0,2.0,5.0,10.0,3.0
A purple bag and an orange snail.,0,5.0,0.0,10.0,10.0,10.0,0.0
A purple bag and an orange snail.,0,1.0,4.0,0.0,5.0,7.0,1.0
A purple bag and an orange snail.,1,4.0,8.0,10.0,10.0,10.0,2.0
A purple bag and an orange snail.,0,0.0,10.0,8.0,4.0,10.0,3.0
An orange baseball bat and a brown snake.,0,1.0,10.0,5.0,5.0,5.0,0.0
An orange baseball bat and a brown snake.,0,0.0,3.0,0.0,0.0,7.0,1.0
An orange baseball bat and a brown snake.,1,0.0,0.0,0.0,0.0,10.0,2.0
An orange baseball bat and a brown snake.,0,0.0,1.0,10.0,10.0,10.0,3.0
A white leopard and a red castle.,0,5.0,0.0,9.0,2.0,5.0,0.0
A white leopard and a red castle.,0,0.0,5.0,6.0,0.0,5.0,1.0
A white leopard and a red castle.,0,10.0,1.0,0.0,4.0,7.0,2.0
A white leopard and a red castle.,0,8.0,0.0,10.0,0.0,5.0,3.0
A blue skyscraper and a yellow sports ball.,0,0.0,0.0,5.0,10.0,10.0,0.0
A blue skyscraper and a yellow sports ball.,0,0.0,0.0,6.0,10.0,10.0,1.0
A blue skyscraper and a yellow sports ball.,0,0.0,2.0,10.0,10.0,0.0,2.0
A blue skyscraper and a yellow sports ball.,0,0.0,0.0,10.0,7.0,10.0,3.0
A yellow maple tree and a white sheep.,0,0.0,3.0,6.0,7.0,10.0,0.0
A yellow maple tree and a white sheep.,2,0.0,1.0,5.0,7.0,8.0,1.0
A yellow maple tree and a white sheep.,1,0.0,2.0,5.0,6.0,10.0,2.0
A yellow maple tree and a white sheep.,0,1.0,1.0,3.0,5.0,10.0,3.0
A pink bench and an orange toaster.,4,10.0,10.0,4.0,10.0,10.0,0.0
A pink bench and an orange toaster.,0,0.0,10.0,1.0,8.0,10.0,1.0
A pink bench and an orange toaster.,0,5.0,3.0,3.0,5.0,10.0,2.0
A pink bench and an orange toaster.,0,0.0,0.0,10.0,8.0,0.0,3.0
A black bird and a green bear.,0,0.0,0.0,10.0,10.0,10.0,0.0
A black bird and a green bear.,0,10.0,0.0,0.0,10.0,0.0,1.0
A black bird and a green bear.,0,0.0,10.0,0.0,10.0,10.0,2.0
A black bird and a green bear.,0,0.0,0.0,0.0,10.0,7.0,3.0
A brown pizza and an orange bottle.,0,0.0,8.0,4.0,10.0,10.0,0.0
A brown pizza and an orange bottle.,4,0.0,5.0,10.0,7.0,9.0,1.0
A brown pizza and an orange bottle.,0,0.0,10.0,0.0,7.0,8.0,2.0
A brown pizza and an orange bottle.,0,0.0,7.0,10.0,9.0,10.0,3.0
A black forest and a purple bus.,1,0.0,2.0,4.0,3.0,5.0,0.0
A black forest and a purple bus.,0,0.0,0.0,5.0,0.0,6.0,1.0
